Tempo_s,R_Puro,G_Puro,B_Puro,Media_Total
0.0,253.31982797645995,250.90719782707106,253.93956541421457,252.72219707258185
0.16666803278688525,253.3098687188773,250.72928927116342,253.9791760977818,252.67277802927416
0.3333360655737705,253.12290629244,251.2976459936623,253.54945676776822,252.6566696846235
0.5000040983606557,253.08589859665005,251.07876867360795,253.64927569035763,252.60464765353854
0.666672131147541,253.2105024898144,251.05443639655954,253.7484155726573,252.6711181530104
0.8333401639344262,253.20925758261657,251.1470122227252,253.65493435943867,252.67040138826016
1.0000081967213115,253.07967406066092,251.40063377093708,253.41059302851968,252.63030028670588
1.1666762295081972,253.15221819827977,251.04526935264826,253.77105024898145,252.65617926663649
1.333344262295082,253.23325033952014,251.19499773653237,253.72544137618831,252.71789648408026
1.5000122950819677,253.10615663196018,251.10162969669534,253.6940923494794,252.63395955937833
1.6666803278688525,253.02037120869173,251.24490719782708,253.38909008601178,252.55145616417687
1.8333483606557381,253.12765957446808,251.04640108646447,253.62652784065187,252.6001961671948
2.000016393442623,253.2412856496152,251.17643730194658,253.72894975101855,252.71555756752682
2.1666844262295086,253.08703033046626,251.0668854685378,253.50045269352648,252.5514561641768
2.3333524590163934,253.1058171118153,251.13444997736534,253.53813942960616,252.59280217292894
2.500020491803279,253.09631054775917,250.96457673155274,253.7198958804889,252.5935943866003
2.666688524590164,253.21740606609325,251.07808963331826,253.75452693526483,252.68334087822544
2.8333565573770496,253.07775011317338,251.1518786781349,253.6260751471254,252.6185679794779
3.0000245901639344,253.07107288365776,251.42372114078768,253.4116115889543,252.63546853779994
3.16669262295082,253.1573110004527,251.26233589859666,253.51177003168854,252.6438056435793
3.333360655737705,253.27806699864192,250.99105930285197,253.81914893617022,252.69609174588803
3.5000286885245906,253.1912630149389,251.08510638297872,253.7160479855138,252.66413912781047
3.6666967213114754,253.0500226346763,251.27670891806247,253.42779538252603,252.58484231175495
3.833364754098361,253.10332729741964,251.175418741512,253.50588501584429,252.59487701825864
4.000032786885246,253.3455183340878,250.86702127659575,253.9813263920326,252.73128866757204
4.166700819672132,253.16263014938886,251.19103666817566,253.62584880036215,252.6598385393089
4.333368852459016,253.20801267541873,250.93515165233137,253.8053417836125,252.64950203712087
4.500036885245902,253.41183793571753,250.78417836124945,254.20303304662744,252.79968311453146
4.666704918032787,253.22827071072885,251.17677682209145,253.7226120416478,252.70921985815605
4.8333729508196726,253.17858759619736,250.91330918967859,253.76844726120416,252.62011468236005
5.000040983606558,253.185264825713,250.94194205522862,253.8174513354459,252.64821940546253
5.166709016393442,253.1556133997284,251.09721593481214,253.61226799456767,252.62169910970275
5.333377049180328,253.28802625622453,250.83148483476685,253.93730194658215,252.68560434585785
