Tempo_s,R_Puro,G_Puro,B_Puro,Media_Total
0.0,253.15013774104682,251.3797061524334,253.70982552800734,252.7465564738292
0.0333336012154652,253.03145087235995,251.43870523415978,253.47658402203857,252.6489133761861
0.0666672024309304,252.93801652892563,251.7242883379247,253.2908631772268,252.65105601469236
0.10000080364639559,253.28489439853075,251.11753902662994,254.04866850321395,252.81703397612486
0.1333344048618608,253.22681359044995,251.36891643709825,253.84274563820017,252.8128252219161
0.166668006077326,253.1985766758494,250.82093663911846,253.84182736455463,252.62044689317418
0.20000160729279118,253.07828282828282,251.60284664830118,253.3337924701561,252.67164064891338
0.23333520850825637,253.0681818181818,251.49219467401286,253.55050505050505,252.70362718089993
0.2666688097237216,253.16483011937558,251.4469696969697,253.66712580348943,252.75964187327824
0.3000024109391868,252.972681359045,251.5684113865932,253.34802571166207,252.6297061524334
0.333336012154652,252.94582185491277,251.7908631772268,253.1747015610652,252.63712886440157
0.36666961337011716,253.05280073461893,251.383608815427,253.4451331496786,252.6271808999082
0.40000321458558236,253.15449954086318,251.39600550964187,253.72910927456383,252.75987144168963
0.43333681580104755,253.04568411386595,251.36937557392102,253.4435261707989,252.61952861952864
0.46667041701651274,252.96166207529845,251.80417814508723,253.1795224977043,252.64845423936333
0.5000040182319779,253.0286960514233,251.35491276400367,253.44031221303948,252.60797367615547
0.5333376194474432,253.16919191919192,251.41873278236915,253.732782369146,252.77356902356902
0.5666712206629083,253.1285583103765,251.3422865013774,253.4965564738292,252.65580042852767
0.6000048218783736,252.91712580348943,251.74954086317723,253.13292011019283,252.59986225895315
0.6333384230938387,253.2275022956841,251.1297061524334,253.68870523415978,252.68197122742575
0.666672024309304,253.14439853076217,251.4074839302112,253.7174012855831,252.75642791551886
0.7000056255247691,252.93801652892563,251.48530762167127,253.363406795225,252.59557698194064
0.7333392267402343,252.94146005509643,251.77295684113867,253.15863177226814,252.62434955616774
0.7666728279556995,253.02364554637282,251.53673094582186,253.51056014692378,252.6903122130395
0.8000064291711647,253.20339761248852,251.4674012855831,253.75803489439852,252.80961126415673
0.8333400303866298,252.95523415977962,251.40381083562903,253.58494031221304,252.64799510254056
0.8666736316020951,252.8872819100092,251.56565656565655,253.3011937557392,252.58471074380165
0.9000072328175602,253.03535353535352,251.54866850321395,253.3973829201102,252.66046831955921
0.9333408340330255,253.14187327823691,251.39279155188245,253.71349862258953,252.74938781756964
0.9666744352484906,252.96097337006427,251.27708907254362,253.51101928374655,252.58302724211816
1.0000080364639559,252.96074380165288,251.74219467401286,253.26974288337925,252.657560453015
1.033341637679421,252.98370064279155,251.50229568411388,253.3340220385675,252.60667278849098
1.0666752388948864,253.1524334251607,251.3941689623508,253.71900826446281,252.75520355065808
1.1000088401103514,253.06955922865015,251.39370982552802,253.29729109274564,252.58685338230794
1.1333424413258166,253.19972451790633,251.1370523415978,253.79269972451792,252.70982552800737
1.1666760425412819,253.13957759412304,251.1333792470156,253.65817263544537,252.64370982552802
1.2000096437567471,253.21189164370983,251.2275022956841,253.94628099173553,252.79522497704315
1.2333432449722121,253.1372819100092,251.2022497704316,253.85353535353536,252.73102234465873
1.2666768461876774,253.1026170798898,251.37098255280074,253.64577594123048,252.70645852464034
1.3000104474031426,253.1476124885216,251.35399449035813,253.55463728191,252.68541475359658
1.333344048618608,253.16505968778696,251.45638200183654,253.65036730945823,252.75726966636057
1.366677649834073,252.9416896235078,251.46808999081728,253.42929292929293,252.61302418120601
1.4000112510495382,253.0222681359045,251.82943067033978,253.32943067033978,252.72704315886133
1.4333448522650034,252.94995408631772,251.55716253443526,253.35284664830118,252.61998775635138
1.4666784534804687,253.14072543618,251.35514233241506,253.75413223140495,252.75
1.5000120546959337,252.98163452708908,251.58310376492196,253.5156106519743,252.6934496479951
1.533345655911399,252.92171717171718,251.76997245179064,253.15633608815426,252.61600857055404
1.5666792571268642,253.06932966023876,251.44788797061526,253.44903581267218,252.65541781450872
1.6000128583423294,253.136593204775,251.35697887970616,253.6469237832874,252.71349862258953
1.6333464595577947,252.93021120293847,251.69949494949495,253.24701561065197,252.62557392102846
1.6666800607732597,252.93480257116622,251.72979797979798,253.260101010101,252.64156718702176
1.700013661988725,253.30188246097336,251.02020202020202,253.82690541781452,252.71632996632994
1.7333472632041902,253.12947658402203,251.38406795224978,253.73209366391185,252.74854606672787
1.7666808644196554,252.97658402203857,251.55165289256198,253.37258953168043,252.63360881542698
1.8000144656351205,252.95156106519744,251.78374655647383,253.16322314049586,252.63284358738906
1.8333480668505857,252.96946740128558,251.56565656565655,253.3769513314968,252.637358432813
1.866681668066051,253.14990817263543,251.3769513314968,253.76469237832873,252.76385062748696
1.9000152692815162,253.017217630854,251.34205693296602,253.41873278236915,252.59266911539638
1.9333488704969812,252.9416896235078,251.79063360881543,253.15013774104682,252.62748699112333
1.9666824717124465,252.9742883379247,251.5016069788797,253.45844811753904,252.64478114478115
2.0000160729279117,253.14623507805325,251.41368227731863,253.7022497704316,252.75405570860116
2.033349674143377,252.9967860422406,251.47543617998164,253.46166207529845,252.64462809917356
2.066683275358842,252.90174471992654,251.7364554637282,253.1269513314968,252.58838383838383
2.1000168765743075,253.07759412304867,251.40886134067952,253.4793388429752,252.65526476890113
2.1333504777897727,253.19926538108356,251.22222222222223,253.92011019283746,252.78053259871442
2.1666840790052375,253.18434343434345,251.19972451790633,253.7295684113866,252.70454545454547
2.2000176802207028,252.94237832874197,251.79545454545453,253.28925619834712,252.67569635751454
2.233351281436168,253.13223140495867,251.18021120293847,253.7022497704316,252.6715641261096
2.2666848826516333,253.17699724517905,251.19077134986225,253.918044077135,252.7619375573921
2.3000184838670985,253.4318181818182,250.8422865013774,254.1850321395776,252.81971227425774
2.3333520850825638,253.2449494949495,250.94926538108356,253.78191000918272,252.65870829507193
2.366685686298029,253.23071625344352,250.88980716253442,254.07552800734618,252.73201714110803
2.4000192875134942,253.14164370982553,251.44398530762166,253.62121212121212,252.73561371288645
2.433352888728959,253.07828282828282,251.44260789715335,253.5151515151515,252.67868074686257
2.4666864899444243,252.99563820018366,251.7036271808999,253.2486225895317,252.6492959902051
2.5000200911598895,253.03673094582186,251.4469696969697,253.4896694214876,252.6577900214264
2.533353692375355,253.23163452708908,251.21418732782368,253.90955004591368,252.78512396694214
2.56668729359082,253.0066574839302,251.41161616161617,253.45408631772267,252.62411998775633
