Tempo_s,R_Puro,G_Puro,B_Puro,Media_Total
0.0,252.94639455782314,251.74784580498866,253.299410430839,252.66455026455026
0.0333336016016016,252.97514739229024,251.41868480725623,253.47863945578231,252.62415721844295
0.0666672032032032,253.16290249433106,251.41487528344672,253.68961451247165,252.75579743008313
0.1000008048048048,253.28897959183672,250.89868480725625,254.04208616780045,252.74325018896448
0.1333344064064064,253.01297052154194,251.43854875283446,253.52716553287982,252.65956160241876
0.16666800800800802,253.0770068027211,251.46521541950113,253.60172335600907,252.7146485260771
0.2000016096096096,253.1667120181406,251.56671201814058,253.60480725623583,252.779410430839
0.2333352112112112,253.01632653061225,251.4431746031746,253.42385487528344,252.62778533635674
0.2666688128128128,252.92743764172334,251.63555555555556,253.3752380952381,252.64607709750567
0.30000241441441444,252.96380952380952,251.50131519274376,253.41696145124718,252.6273620559335
0.33333601601601603,253.28916099773244,251.1219954648526,253.94249433106575,252.78455026455026
0.3666696176176176,252.93832199546486,251.47818594104308,253.38965986394558,252.6020559334845
0.4000032192192192,252.95628117913833,251.6732879818594,253.30639455782313,252.64532123960694
0.4333368208208208,252.96580498866214,251.4689342403628,253.49886621315193,252.6445351473923
0.4666704224224224,253.26430839002268,251.07619047619048,253.93696145124716,252.75915343915344
0.500004024024024,253.15854875283446,251.31791383219954,253.6809977324263,252.71915343915347
0.5333376256256256,252.9146485260771,251.65886621315192,253.28371882086168,252.61907785336356
0.5666712272272272,252.98503401360543,251.52698412698413,253.4346485260771,252.6488888888889
0.6000048288288289,253.22303854875284,251.10857142857142,253.92426303854876,252.75195767195768
0.6333384304304305,252.95718820861677,251.4331065759637,253.38784580498867,252.59271352985638
0.6666720320320321,252.9364172335601,251.67473922902494,253.26993197278912,252.62702947845807
0.7000056336336337,253.1718820861678,251.2692970521542,253.76634920634922,252.73584278155707
0.7333392352352353,253.26702947845806,251.1114739229025,253.9206349206349,252.76637944066513
0.7666728368368368,253.10839002267574,251.26195011337867,253.74775510204083,252.70603174603175
0.8000064384384384,252.9558276643991,251.73160997732427,253.31174603174603,252.6663945578231
0.83334004004004,253.16580498866213,251.02521541950114,253.77424036281178,252.65508692365833
0.8666736416416416,253.25097505668936,251.18467120181407,253.89469387755102,252.7767800453515
0.9000072432432432,252.9750566893424,251.4515192743764,253.42267573696145,252.6164172335601
0.9333408448448448,253.0356462585034,251.41378684807256,253.56961451247165,252.67301587301586
0.9666744464464464,252.9911111111111,251.47283446712018,253.41668934240363,252.62687830687833
1.000008048048048,253.14557823129252,251.41931972789115,253.67265306122448,252.74585034013603
1.0333416496496497,253.00226757369614,251.50095238095238,253.43809523809523,252.64710506424794
1.0666752512512512,252.8965986394558,251.70176870748298,253.26167800453516,252.62001511715798
1.1000088528528529,253.1388662131519,250.89795918367346,253.82421768707482,252.6203476946334
1.1333424544544544,253.1457596371882,251.4126984126984,253.69995464852607,252.75280423280424
1.166676056056056,253.07256235827666,250.7881179138322,253.7609977324263,252.54055933484506
1.2000096576576578,253.03954648526076,251.38539682539684,253.51510204081632,252.64668178382462
1.2333432592592593,252.97197278911565,251.3994557823129,253.49333333333334,252.6215873015873
1.266676860860861,253.1380498866213,251.47573696145125,253.60625850340136,252.74001511715798
1.3000104624624624,252.98303854875283,251.481179138322,253.41814058956916,252.62745275888133
1.3333440640640641,252.9425850340136,251.66503401360544,253.38095238095238,252.66285714285712
1.3666776656656656,253.16743764172335,251.24009070294784,253.76018140589568,252.7225699168556
1.4000112672672673,253.14938775510205,251.43219954648526,253.69904761904763,252.76021164021165
1.4333448688688688,253.17133786848072,251.0778231292517,253.75328798185942,252.66748299319727
1.4666784704704705,252.93714285714285,251.6687528344671,253.29814058956916,252.63467876039303
1.500012072072072,253.21832199546486,250.9627210884354,253.90249433106575,252.69451247165534
1.5333456736736737,253.20090702947846,251.28571428571428,253.8019954648526,252.76287226001511
1.5666792752752752,252.95156462585035,251.49478458049887,253.39854875283447,252.6149659863946
1.6000128768768769,252.92154195011338,251.6746485260771,253.2704761904762,252.62222222222223
1.6333464784784786,252.99219954648527,251.442358276644,253.41387755102042,252.61614512471655
1.66668008008008,253.15827664399092,251.41659863945577,253.69160997732428,252.75549508692362
1.7000136816816818,253.0409977324263,251.54893424036283,253.461768707483,252.68390022675737
1.7333472832832832,252.92979591836735,251.69278911564626,253.29260770975057,252.6383975812547
1.766680884884885,252.98866213151928,251.54222222222222,253.41895691609977,252.6499470899471
1.8000144864864864,253.15727891156462,251.40761904761905,253.6833560090703,252.749417989418
1.8333480880880881,252.98557823129252,251.4833560090703,253.41641723356008,252.62845049130763
1.8666816896896896,252.95065759637188,251.71727891156462,253.2972335600907,252.6550566893424
1.9000152912912913,253.22775510204082,251.02467120181407,253.895873015873,252.71609977324263
1.9333488928928928,253.1297052154195,251.41433106575963,253.6833560090703,252.7424640967498
1.9666824944944945,253.15383219954649,251.11709750566894,253.67356009070295,252.64816326530612
2.000016096096096,253.11165532879818,251.39020408163265,253.61097505668934,252.7042781557067
2.0333496976976977,253.00662131519275,251.52335600907028,253.40172335600906,252.64390022675738
2.0666832992992994,253.12725623582767,251.40852607709752,253.68517006802722,252.74031746031747
2.100016900900901,252.94104308390024,251.57560090702947,253.32589569161,252.6141798941799
2.1333505025025024,252.94049886621315,251.69179138321996,253.30367346938775,252.64532123960694
2.166684104104104,252.96253968253967,251.59038548752835,253.3637188208617,252.6388813303099
